Sentence,Words,POS,Tag
,sha7anne,NN,O
,bira ,AJ,O
,gaggasanaas ,NZ,O
,halchchon ,VV,O
,oykettidi,NP,O
,miloone ,NP,O
,Sha7anne ,NC,O
, gaggaso ,NN,O
,danda7ida,NN,O
, giida ,NN,O
,ootho ,PU,O
,poloy ,PU,O
, kushe ,NN,O
,xeetuppeko,NN,O
, gida,AJ,O
,.,PUN,O
Sentence, Kaallizaysan ,VV,O
,gelththiza ,VV,O
,kifiletara ,NN,O
,issi ,NN,O
,bolla,AJ,O
, tal77enna ,NZ,O
,goggaso ,VV,O
,wogay ,NP,O
,diccana ,NP,O
,mala ,NC,O
,oothoos ,NN,O
,gida ,NN,O
,gishe ,NN,O
,oda (PER),PU,I-PER
, Tesfaye (PER) ,NN,I-PER
,Asefay (PER),NN,I-PER
, Gaththides,VC,O
,. ,PUN,O
Sentence,Gaammo (LOC) ,NZ,B-LOC
,zoone (LOC) ,VV,I-LOC
,meheta ,VV,O
,zerethi ,NN,O
,laamon ,NN,O
,ootho ,AJ,O
,dhayidayti ,NZ,O
,maçarappe,VV,O
, go7ettana ,NP,O
,mala ,NP,O
,oothon ,NC,O
,dizayda ,NN,O
,zoone ,NN,O
,mehetanne,NN,O
, mole ,NN,O
,haaro ,NN,O
,kaaleth ,AJ,O
,ay ,NZ,O
,gonccissides,VV,O
,.,PUN,O
Sentence, Zonen (LOC) ,NN,B-LOC
,Cenchcha ,NN,I-LOC
,dere ,AJ,I-LOC
,woraday (LOC),NZ,I-LOC
, laamettida ,VV,O
,kare ,NP,O
,zeretha ,NP,O
,meheta ,NC,O
,haaron ,NN,O
,diza ,NN,O
,yalagati ,NN,O
,manqotethappe ,PU,O
,kezidayda ,PU,O
,yootida,NN,O
,. ,PUN,O
Sentence,Gaammo (LOC),AJ,B-LOC
, zoonen (LOC) ,NZ,I-LOC
,laamettida ,VV,O
,kare ,VV,O
,zerethay,NN,O
, diza ,NN,O
,maaththa,AJ,O
, miizata,NZ,O
, muurutison ,VV,O
,erettida ,NP,O
,woradatape ,NP,O
,essako,NC,O
,.,PUN,O
Sentence,Cenchchay,NN,O
, Woradan ,NN,O
,kusha ,PU,O
,Xeetuppe,NN,O
, Zeretha,NN,O
, Laamo,NN,O
, Oothoy,AJ,O
, oothettidasa ,NZ,O
,gidishin ,VV,O
,meheta ,VV,O
,haaridayta ,NN,O
,demishay ,NN,O
,diccides,AJ,O
,. ,PUN,O
Sentence,Mishshiro(PER) ,VV,B-PER
,Wudinesh(PER) ,NP,I-PER
,Indoy(PER) ,NP,I-PER
,Cenchcha(LOC) ,NC,I-LOC
,kataman(LOC) ,NN,I-LOC
,dizayta ,NN,O
,gidishin,NN,O
,Qale-hiywote(ORG) ,NN,I-ORG
,wossa(ORG) ,NN,I-ORG
,keethay(ORG) ,AJ,I-ORG
,faranja ,NZ,O
,Miizata ,VV,O
,heera ,VV,O
,gelththidaysan ,NN,O
,izeti,NN,O
, issi ,AJ,O
,miza ,NZ,O
,haaro,VV,O
, doommidayti ,NP,O
,miizata ,NP,O
, tayboy,NC,O
,galkidaysas,NN,O
, kusheppe,NN,O
, duna ,NN,O
,halizaysappe ,PU,O
,ha7i ,PU,O
,deeththay,NN,O
, darora,NN,O
, laamettides,AJ,O
,. ,PUN,O
Sentence,Maaththappe ,VV,O
,Aginan,VV,O
,sha7u ,NN,O
,bira ,NN,O
,mishshiro(PER) ,AJ,I-PER
,Wudinesh(PER) ,NZ,I-PER
,demmide ,VV,O
,ha7i wode ,NP,O
,keetha,NP,O
, keexoppe ,NC,O
,aadhdhidi ,NN,O
,be ,NN,O
,nayta ,NN,O
,naa ,PU,O
,tamarssidi ,NN,O
,gita ,NN,O
,bessa ,NN,O
,gaththidaysa,AJ,O
, yootida,NZ,O
,.  ,PUN,O
Sentence,Daana(PER),VV,B-PER
, Salile(PER) ,NN,I-PER
,Shankay(PER) ,NN,I-PER
,Arbaminche(LOC) ,AJ,I-LOC
,Kataman(LOC) ,NZ,I-LOC
,Kawo,VV,O
, oothon ,NP,O
,aqizayta ,NP,O
,gidishin ,NC,O
,be,NN,O
, deeththa ,NN,O
,keetha,NN,O
, bessan,NN,O
, Soo ,NN,O
,asa ,AJ,O
,dentheththidi ,NZ,O
,kare,VV,O
, dere ,VV,O
,miiza ,NN,O
,zeretha,NN,O
, haaridi ,AJ,O
, ootho ,NZ,O
,dhaydaytas ,VV,O
,potho ,NP,O
,qaada ,NP,O
,medhdhidaysa ,NC,O
,erissida,NN,O
,.,PUN,O
Sentence,Quca (LOC) ,NN,B-LOC
,heera ,PU,O
,dere ,PU,O
,asay ,NN,O
,daro ,NN,O
,limaate ,AJ,O
,koshshay ,NZ,O
,dizay ,VV,O
,erettishin ,VV,O
,oonatetha ,NN,O
,oychan ,NN,O
,limaate ,AJ,O
,wodey ,NZ,O
,toochettizaysa ,VV,O
,yootidayri ,NP,O
,Quca (LOC) ,NP,I-LOC
,worada (LOC) ,NC,I-LOC
,ayso ,NN,O
,aaway ,NN,O
,daanna (PER) ,NN,I-PER
,Tiqo (PER) ,PU,I-PER
,tilinteko (PER),NN,I-PER
,.  ,PUN,O
Sentence,Hayssi ,NN,O
,Oychay,AJ,O
, Gaammo (LOC) ,NZ,I-LOC
,Dere,VV,O
, asata ,VV,O
,issipetetha,NN,O
, laalizaysa ,NN,O
,gididaysa ,AJ,O
,malatidi ,NZ,O
,dethan ,VV,O
,dethan ,NP,O
,diza ,NP,O
,kawo ,NC,O
,kifiletas ,NN,O
,zore (ORG) ,NN,I-ORG
,keetha (ORG),NN,I-ORG
, wussane ,NN,O
,gaththandos ,NN,O
,gida,AJ,O
,.,PUN,O
Sentence,Quca (LOC) ,VV,B-LOC
,heera ,VV,O
,dere ,NN,O
,asay ,NN,O
,daro ,AJ,O
,limaate ,NZ,O
,koshshay ,VV,O
,dizay ,NP,O
,erettishin ,NP,O
,oonatetha ,NC,O
,oychan ,NN,O
,limaate ,NN,O
,wodey ,NN,O
,toochettizaysa ,PU,O
,yootidayri ,PU,O
,Quca (LOC) ,NN,I-LOC
,worada (LOC) ,NN,I-LOC
,ayso ,AJ,O
,aaway ,NZ,O
,daanna (PER) ,VV,I-PER
,Tiqo (PER) ,VV,I-PER
,tilinteko (PER),NN,I-PER
,.  ,PUN,O
Sentence,Hayssi ,AJ,O
,Oychay,NZ,O
, Gaammo (LOC) ,VV,I-LOC
,Dere,NP,O
, asata ,NP,O
,issipetetha,NC,O
, laalizaysa ,NN,O
,gididaysa ,NN,O
,malatidi ,NN,O
,dethan ,PU,O
,dethan ,NN,O
,diza ,NN,O
,kawo ,NN,O
,kifiletas ,AJ,O
,zore (ORG) ,NZ,I-ORG
,keetha (ORG),VV,I-ORG
, wussane ,VV,O
,gaththandos ,NN,O
,gida,NN,O
,.,PUN,O
Sentence,Gaammo (LOC) ,NZ,B-LOC
,dere (LOC) ,VV,I-LOC
,kaalo ,NP,O
,ayso ,NP,O
,aaway,NC,O
, daanna (PER) ,NN,I-PER
,Teshale (PER) ,NN,I-PER
,maanayey (PER) ,NN,I-PER
,heera ,NN,O
,dere ,NN,O
,asa ,AJ,O
,limaatetha ,NZ,O
,dhubiza ,VV,O
,asata ,VV,O
,bolla ,NN,O
,kawoy ,NN,O
,tamarssiza ,AJ,O
,tango ,NZ,O
,ekkanaas ,VV,O
,giigidaysa ,NP,O
,Yootida,NP,O
,.,PUN,O
Sentence,Quca(LOC),NN,B-LOC
, Alfa,NN,O
, Quça(LOC) ,NN,I-LOC
,woradanne(LOC),PU,I-LOC
, Selambere(LOC) ,PU,I-LOC
,katama(LOC) ,NN,I-LOC
,zore(ORG) ,NN,I-ORG
,keethati(ORG) ,AJ,I-ORG
,Xeysida ,NZ,I-ORG
,eeso ,VV,O
,duulatan ,VV,O
,herran ,NN,O
,heeran,NN,O
, ashkkey,AJ,O
, dontta ,NZ,O
,mala ,VV,O
,Gaammo(LOC) ,NP,I-LOC
,dereta ,NP,O
,issipetetha ,NC,O
,dano,NN,O
, bolla,NN,O
, Yeggana ,NN,O
,qaaxixza ,PU,O
,asata ,NN,O
,kawoy ,NN,O
,higes ,NN,O
,shiishon,AJ,O
, eeso ,NZ,O
,tango ,VV,O
,ekkana ,VV,O
,mala,NZ,O
, Oychchida,VC,O
,. ,PUN,O
Sentence,Zooneppe,NZ,O
, doomidi ,VV,O
,federeshine (ORG) ,NP,I-ORG
,zore(ORG),NP,I-ORG
, keethan(ORG) ,NC,I-ORG
,dendida ,NN,O
,encera ,NN,O
,oychay ,NN,O
,dere ,NN,O
,asa ,NN,O
,koshsha ,AJ,O
,gidontaysa,NZ,O
, qoodimaagan,VV,O
, maadettidi ,VV,O
,qonccisanaysa ,NN,O
,zore,NN,O
, keethati,AJ,O
, wussane ,NZ,O
,aaththida ,VV,O
,gishe ,NP,O
,oda(PER) ,NP,I-PER
,Behaylu(PER),NC,I-PER
, Mulugetay(PER),NN,I-PER
, Gaththides,NN,O
,. ,PUN,O
Sentence,Oomo(ORG) ,PU,B-ORG
,maykiro(ORG),PU,I-ORG
, faynanse(ORG) ,NN,I-ORG
,eqotappe ,NN,O
,tal77ididi,AJ,O
, ooththizaysan,NZ,O
, go7a ,VV,O
,demmidaysanne ,VV,O
,haratas,NN,O
, ootho ,NN,O
,qaada ,AJ,O
,medho ,NZ,O
,danda7idaysa,VV,O
, issi,NP,O
, issi ,NP,O
,Diita(LOC) ,NC,I-LOC
,woradan(LOC),NN,I-LOC
, dizayti ,NN,O
,yootida,NN,O
,. ,PUN,O
Sentence,Woradan (LOC) ,NN,B-LOC
,Eqotappe,NN,O
, tal7en ,NN,O
,go7ettidaytappe,AJ,O
, daanna (PER) ,NZ,I-PER
,Baakko (PER) ,VV,I-PER
,Baassanne(PER) ,VV,I-PER
,yalaga(PER) ,NN,I-PER
,Samu7el(PER) ,NN,I-PER
,Saltoy(PER) ,AJ,I-PER
,tal7idi ,NZ,O
,ooththidaysappe ,VV,O
,go7a ,NP,O
,demmidaysanne ,NP,O
,haratas ,NC,O
,oothe ,NN,O
,qaada ,NN,O
,medho ,NN,O
,danda7idaysa ,NN,O
,yootida,NN,O
,.  ,PUN,O
Sentence,Tal77ey,NZ,O
, oothonta ,VV,O
,aggiko ,VV,O
,gale ,NN,O
,gididi ,NN,O
,metoththizaysas ,AJ,O
,wodera ,NZ,O
,zaarana ,VV,O
,mala ,NP,O
,qofissida,NP,O
,.,PUN,O
Sentence,Diita(LOC) ,NN,B-LOC
,worada(LOC) ,NN,I-LOC
,oomo(LOC) ,NN,I-LOC
,maykiro(LOC) ,PU,I-LOC
,faynanse(LOC) ,PU,I-LOC
,othancha ,NN,O
,daanna(PER) ,NN,I-PER
,Girma(PER) ,AJ,I-PER
,Borsamoy(PER) ,NZ,I-PER
,tal7e ,VV,O
,gido ,VV,O
,tal77idaysa ,NN,O
,zaarissanaas ,NN,O
,yaalatas ,AJ,O
,erisso ,NZ,O
,timitte ,VV,O
,imoy ,NP,O
,maaddidaysa ,NP,O
,yootida,NC,O
,. ,PUN,O
Sentence,Eqota(ORG) ,NN,B-ORG
,xifate(ORG),NN,I-ORG
, keetha(ORG),PU,I-ORG
, kaappoy ,NN,O
,daanna(PER) ,NN,I-PER
,Ilka(PER),NN,I-PER
, Adaney(PER) ,AJ,I-PER
,halaytha ,NZ,O
,ago ,VV,O
,laythan ,VV,O
,Miloone,NN,O
,sha7anne,NN,O
,bira ,AJ,O
,gaggasanaas ,NZ,O
,halchchon ,VV,O
,oykettidi,NP,O
,miloone ,NP,O
,Sha7anne ,NC,O
, gaggaso ,NN,O
,danda7ida,NN,O
, giida ,NN,O
,ootho ,PU,O
,poloy ,NN,O
, kushe ,NN,O
,xeetuppeko,AJ,O
, gida,NZ,O
,.,PUN,O
Sentence, Kaallizaysan ,VV,O
,gelththiza ,NN,O
,kifiletara ,NN,O
,issi ,AJ,O
,bolla,NZ,O
, tal77enna ,VV,O
,goggaso ,NP,O
,wogay ,NP,O
,diccana ,NC,O
,mala ,NN,O
,oothoos ,NN,O
,gida ,NN,O
,gishe ,PU,O
,oda (PER),PU,I-PER
, Tesfaye (PER) ,NN,I-PER
,Asefay (PER),NN,I-PER
, Gaththides,AJ,O
,. ,PUN,O
Sentence,Gaammo (LOC) ,VV,B-LOC
,zoone (LOC) ,VV,I-LOC
,meheta ,NN,O
,zerethi ,NN,O
,laamon ,AJ,O
,ootho ,NZ,O
,dhayidayti ,VV,O
,maçarappe,NP,O
, go7ettana ,NP,O
,mala ,NC,O
,oothon ,NN,O
,dizayda ,NN,O
,zoone ,NN,O
,mehetanne,PU,O
, mole ,NN,O
,haaro ,NN,O
,kaaleth ,NN,O
,ay ,AJ,O
,gonccissides,NZ,O
,.,PUN,O
Sentence, Zonen (LOC) ,VV,B-LOC
,Cenchcha ,NN,I-LOC
,dere ,NN,O
,woraday (LOC),AJ,I-LOC
, laamettida ,NZ,O
,kare ,VV,O
,zeretha ,NP,O
,meheta ,NP,O
,haaron ,NC,O
,diza ,NN,O
,yalagati ,NN,O
,manqotethappe ,NN,O
,kezidayda ,NN,O
,yootida,NN,O
,. ,PUN,O
Sentence,Gaammo (LOC),NZ,B-LOC
, zoonen (LOC) ,VV,I-LOC
,laamettida ,VV,O
,kare ,NN,O
,zerethay,NN,O
, diza ,AJ,O
,maaththa,NZ,O
, miizata,VV,O
, muurutison ,NP,O
,erettida ,NP,O
,woradatape ,NC,O
,essako,VC,O
,.,PUN,O
Sentence,Cenchchay,NN,O
, Woradan ,PU,O
,kusha ,PU,O
,Xeetuppe,NN,O
, Zeretha,NN,O
, Laamo,AJ,O
, Oothoy,NZ,O
, oothettidasa ,VV,O
,gidishin ,VV,O
,meheta ,NN,O
,haaridayta ,NN,O
,demishay ,AJ,O
,diccides,NZ,O
,. ,PUN,O
Sentence,Mishshiro(PER) ,NP,B-PER
,Wudinesh(PER) ,NP,I-PER
,Indoy(PER) ,NC,I-PER
,Cenchcha(LOC) ,NN,I-LOC
,kataman(LOC) ,NN,I-LOC
,dizayta ,NN,O
,gidishin,PU,O
,Qale-hiywote(ORG) ,NN,I-ORG
,wossa(ORG) ,NN,I-ORG
,keethay(ORG) ,NN,I-ORG
,faranja ,AJ,I-ORG
,Miizata ,NZ,O
,heera ,VV,O
,gelththidaysan ,VV,O
,izeti,NN,O
, issi ,NN,O
,miza ,AJ,O
,haaro,NZ,O
, doommidayti ,VV,O
,miizata ,NP,O
,tayboy ,NP,O
,galkidaysas,NC,O
, kusheppe,NN,O
, duna ,NN,O
,halizaysappe ,NN,O
,ha7i ,NN,O
,deeththay,NN,O
, darora,AJ,O
, laamettides,NZ,O
,. ,PUN,O
Sentence,Maaththappe ,VV,O
,Aginan,NN,O
,sha7u ,NN,O
,bira ,AJ,O
,mishshiro(PER) ,NZ,I-PER
,Wudinesh(PER) ,VV,I-PER
,demmide ,NP,O
,ha7i wode ,NP,O
,keetha,NC,O
, keexoppe ,NN,O
,aadhdhidi ,NN,O
,be ,NN,O
,nayta ,PU,O
,naa ,PU,O
,tamarssidi ,NN,O
,gita ,NN,O
,bessa ,AJ,O
,gaththidaysa,NZ,O
, yootida,VV,O
,.  ,PUN,O
Sentence,Daana(PER),NN,B-PER
, Salile(PER) ,NN,I-PER
,Shankay(PER) ,AJ,I-PER
,Arbaminche(LOC) ,NZ,I-LOC
,Kataman(LOC) ,VV,I-LOC
,Kawo,NP,O
, oothon ,NP,O
,aqizayta ,NC,O
,gidishin ,NN,O
,be,NN,O
, deeththa ,NN,O
,keetha,PU,O
, bessan,NN,O
, Soo ,NN,O
,asa ,NN,O
,dentheththidi ,AJ,O
,kare,NZ,O
, dere ,VV,O
,miiza ,VV,O
,zeretha,NN,O
, haaridi ,NN,O
, ootho ,AJ,O
,dhaydaytas ,NZ,O
,potho ,VV,O
,qaada ,NP,O
,medhdhidaysa ,NP,O
,erissida,NC,O
,.,PUN,O
Sentence,Quca (LOC) ,NN,B-LOC
,heera ,NN,O
,dere ,NN,O
,asay ,NN,O
,daro ,AJ,O
,limaate ,NZ,O
,koshshay ,VV,O
,dizay ,VV,O
,erettishin ,NN,O
,oonatetha ,NN,O
,oychan ,AJ,O
,limaate ,NZ,O
,wodey ,VV,O
,toochettizaysa ,NP,O
,yootidayri ,NP,O
,Quca (LOC) ,NC,I-LOC
,worada (LOC) ,NN,I-LOC
,ayso ,NN,O
,aaway ,NN,O
,daanna (PER) ,PU,I-PER
,Tiqo (PER) ,PU,I-PER
,tilinteko (PER),NN,I-PER
,.  ,PUN,O
Sentence,Hayssi ,AJ,O
,Oychay,NZ,O
, Gaammo (LOC) ,VV,I-LOC
,Dere,VV,O
, asata ,NN,O
,issipetetha,NN,O
, laalizaysa ,AJ,O
,gididaysa ,NZ,O
,malatidi ,VV,O
,dethan ,NP,O
,dethan ,NP,O
,diza ,NC,O
,kawo ,NN,O
,kifiletas ,NN,O
,zore (ORG) ,NN,I-ORG
,keetha (ORG),PU,I-ORG
, wussane ,NN,O
,gaththandos ,NN,O
,gida,NN,O
,.,PUN,O
Sentence,Quca (LOC) ,NZ,I-LOC
,heera ,VV,O
,dere ,VV,O
,asay ,NN,O
,daro ,NN,O
,limaate ,AJ,O
,koshshay ,NZ,O
,dizay ,VV,O
,erettishin ,NP,O
,oonatetha ,NP,O
,oychan ,NC,O
,limaate ,NN,O
,wodey ,NN,O
,toochettizaysa ,NN,O
,yootidayri ,NN,O
,Quca (LOC) ,NN,I-LOC
,worada (LOC) ,AJ,I-LOC
,ayso ,NZ,O
,aaway ,VV,O
,daanna (PER) ,VV,I-PER
,Tiqo (PER) ,NN,I-PER
,tilinteko (PER),NN,I-PER
,.  ,PUN,O
Sentence,Hayssi ,NZ,O
,Oychay,VV,O
, Gaammo (LOC) ,NP,I-LOC
,Dere,NP,O
, asata ,NC,O
,issipetetha,NN,O
, laalizaysa ,NN,O
,gididaysa ,NN,O
,malatidi ,PU,O
,dethan ,PU,O
,dethan ,NN,O
,diza ,NN,O
,kawo ,AJ,O
,kifiletas ,NZ,O
,zore (ORG) ,VV,I-ORG
,keetha (ORG),VV,I-ORG
, wussane ,NN,O
,gaththandos ,NN,O
,gida,AJ,O
,.,PUN,O
Sentence,Gaammo (LOC) ,VV,B-LOC
,dere (LOC) ,NP,I-LOC
,kaalo ,NP,O
,ayso ,NC,O
,aaway,NN,O
, daanna (PER) ,NN,I-PER
,Teshale (PER) ,NN,I-PER
,maanayey (PER) ,PU,I-PER
,heera ,NN,O
,dere ,NN,O
,asa ,NN,O
,limaatetha ,AJ,O
,dhubiza ,NZ,O
,asata ,VV,O
,bolla ,VV,O
,kawoy ,NN,O
,tamarssiza ,NN,O
,tango ,AJ,O
,ekkanaas ,NZ,O
,giigidaysa ,VV,O
,Yootida,NP,O
,.,PUN,O
Sentence,Quca(LOC),NC,B-LOC
, Alfa,NN,O
, Quça(LOC) ,NN,I-LOC
,woradanne(LOC),NN,I-LOC
, Selambere(LOC) ,NN,I-LOC
,katama(LOC) ,NN,I-LOC
,zore(ORG) ,AJ,I-ORG
,keethati(ORG) ,NZ,I-ORG
,Xeysida ,VV,O
,eeso ,VV,O
,duulatan ,NN,O
,herran ,NN,O
,heeran,AJ,O
, ashkkey,NZ,O
, dontta ,VV,O
,mala ,NP,O
,Gaammo(LOC) ,NP,I-LOC
,dereta ,NC,O
,issipetetha ,NN,O
,dano,NN,O
, bolla,NN,O
, Yeggana ,PU,O
,qaaxixza ,PU,O
,asata ,NN,O
,kawoy ,NN,O
,higes ,AJ,O
,shiishon,NZ,O
, eeso ,VV,O
,tango ,VV,O
,ekkana ,NN,O
,mala,NN,O
, Oychchida,AJ,O
,. ,PUN,O
Sentence,Zooneppe,VV,O
, doomidi ,NP,O
,federeshine (ORG) ,NP,I-ORG
,zore(ORG),NC,I-ORG
, keethan(ORG) ,NN,I-ORG
,dendida ,NN,O
,encera ,NN,O
,oychay ,PU,O
,dere ,NN,O
,asa ,NN,O
,koshsha ,NN,O
,gidontaysa,AJ,O
, qoodimaagan,NZ,O
, maadettidi ,VV,O
,qonccisanaysa ,VV,O
,zore,NN,O
, keethati,NN,O
, wussane ,AJ,O
,aaththida ,NZ,O
,gishe ,VV,O
,oda(PER) ,NP,I-PER
,Behaylu(PER),NP,I-PER
, Mulugetay(PER),NC,I-PER
, Gaththides,NN,O
,. ,PUN,O
Sentence,Oomo(ORG) ,NN,B-ORG
,maykiro(ORG),NN,I-ORG
, faynanse(ORG) ,NN,I-ORG
,eqotappe ,AJ,O
,tal77ididi,NZ,O
, ooththizaysan,VV,O
, go7a ,VV,O
,demmidaysanne ,NN,O
,haratas,NN,O
, ootho ,AJ,O
,qaada ,NZ,O
,medho ,VV,O
,danda7idaysa,NP,O
, issi,NP,O
, issi ,NC,O
,Diita(LOC) ,NN,I-LOC
,woradan(LOC),NN,I-LOC
, dizayti ,NN,O
,yootida,PU,O
,. ,PUN,O
Sentence,Woradan (LOC) ,NN,I-LOC
,Eqotappe,NN,O
, tal7en ,AJ,O
,go7ettidaytappe,NZ,O
, daanna (PER) ,VV,I-PER
,Baakko (PER) ,VV,I-PER
,Baassanne(PER) ,NN,I-PER
,yalaga(PER) ,NN,I-PER
,Samu7el(PER) ,AJ,I-PER
,Saltoy(PER) ,NZ,I-PER
,tal7idi ,VV,O
,ooththidaysappe ,NP,O
,go7a ,NP,O
,demmidaysanne ,NC,O
,haratas ,NN,O
,oothe ,NN,O
,qaada ,NN,O
,medho ,PU,O
,danda7idaysa ,NN,O
,yootida,NN,O
,.  ,PUN,O
Sentence,Tal77ey,AJ,O
, oothonta ,NZ,O
,aggiko ,VV,O
,gale ,VV,O
,gididi ,NN,O
,metoththizaysas ,NN,O
,wodera ,AJ,O
,zaarana ,NZ,O
,mala ,VV,O
,qofissida,NP,O
,.,PUN,O
Sentence,Diita(LOC) ,NC,B-LOC
,worada(LOC) ,NN,I-LOC
,oomo(LOC) ,NN,I-LOC
,maykiro(LOC) ,NN,I-LOC
,faynanse(LOC) ,NN,I-LOC
,othancha ,NN,O
,daanna(PER) ,AJ,I-PER
,Girma(PER) ,NZ,I-PER
,Borsamoy(PER) ,VV,I-PER
,tal7e ,VV,O
,gido ,NN,O
,tal77idaysa ,NN,O
,zaarissanaas ,AJ,O
,yaalatas ,NZ,O
,erisso ,VV,O
,timitte ,NP,O
,imoy ,NP,O
,maaddidaysa ,NC,O
,yootida,NN,O
,. ,PUN,O
Sentence,Eqota(ORG) ,NN,B-ORG
,xifate(ORG),PU,I-ORG
, keetha(ORG),PU,I-ORG
, kaappoy ,NN,O
,daanna(PER) ,NN,I-PER
,Ilka(PER),AJ,I-PER
, Adaney(PER) ,NZ,I-PER
,halaytha ,VV,O
,ago ,VV,O
,laythan ,NN,O
,Miloone,NN,O
,sha7anne,AJ,O
,bira ,NZ,O
,gaggasanaas ,VV,O
,halchchon ,NP,O
,oykettidi,NP,O
,miloone ,NC,O
,Sha7anne ,NN,O
, gaggaso ,NN,O
,danda7ida,NN,O
, giida ,PU,O
,ootho ,NN,O
,poloy ,NN,O
, kushe ,NN,O
,xeetuppeko,AJ,O
, gida,NZ,O
,.,PUN,O
Sentence, Kaallizaysan ,VV,O
,gelththiza ,NN,O
,kifiletara ,NN,O
,issi ,AJ,O
,bolla,NZ,O
, tal77enna ,VV,O
,goggaso ,NP,O
,wogay ,NP,O
,diccana ,NC,O
,mala ,NN,O
,oothoos ,NN,O
,gida ,NN,O
,gishe ,PU,O
,oda (PER),NN,I-PER
, Tesfaye (PER) ,NN,I-PER
,Asefay (PER),AJ,I-PER
, Gaththides,NZ,O
,. ,PUN,O
Sentence,Gaammo (LOC) ,VV,I-LOC
,zoone (LOC) ,NN,I-LOC
,meheta ,NN,O
,zerethi ,AJ,O
,laamon ,NZ,O
,ootho ,VV,O
,dhayidayti ,NP,O
,maçarappe,NP,O
, go7ettana ,NC,O
,mala ,NN,O
,oothon ,NN,O
,dizayda ,NN,O
,zoone ,PU,O
,mehetanne,PU,O
, mole ,NN,O
,haaro ,NN,O
,kaaleth ,AJ,O
,ay ,NZ,O
,gonccissides,VV,O
,.,PUN,O
Sentence, Zonen (LOC) ,NN,B-LOC
,Cenchcha ,NN,I-LOC
,dere ,AJ,O
,woraday (LOC),NZ,I-LOC
, laamettida ,VV,O
,kare ,NP,O
,zeretha ,NP,O
,meheta ,NC,O
,haaron ,NN,O
,diza ,NN,O
,yalagati ,NN,O
,manqotethappe ,PU,O
,kezidayda ,NN,O
,yootida,NN,O
,. ,PUN,O
Sentence,Gaammo (LOC),AJ,B-LOC
, zoonen (LOC) ,NZ,I-LOC
,laamettida ,VV,O
,kare ,VV,O
,zerethay,NN,O
, diza ,NN,O
,maaththa,AJ,O
, miizata,NZ,O
, muurutison ,VV,O
,erettida ,NP,O
,woradatape ,NP,O
,essako,NC,O
,.,PUN,O
Sentence,Cenchchay,NN,O
, Woradan ,NN,O
,kusha ,NN,O
,Xeetuppe,NN,O
, Zeretha,AJ,O
, Laamo,NZ,O
, Oothoy,VV,O
, oothettidasa ,VV,O
,gidishin ,NN,O
,meheta ,NN,O
,haaridayta ,AJ,O
,demishay ,NZ,O
,diccides,VV,O
,. ,PUN,O
Sentence,Mishshiro(PER) ,NP,B-PER
,Wudinesh(PER) ,NC,I-PER
,Indoy(PER) ,NN,I-PER
,Cenchcha(LOC) ,NN,I-LOC
,kataman(LOC) ,NN,I-LOC
,dizayta ,PU,O
,gidishin,PU,O
,Qale-hiywote(ORG) ,NN,I-ORG
,wossa(ORG) ,NN,I-ORG
,keethay(ORG) ,AJ,I-ORG
,faranja ,NZ,O
,Miizata ,VV,O
,heera ,VV,O
,gelththidaysan ,NN,O
,izeti,NN,O
, issi ,AJ,O
,miza ,NZ,O
,haaro,VV,O
, doommidayti ,NP,O
,miizata,NP,O
, tayboy ,NC,O
,galkidaysas,NN,O
, kusheppe,NN,O
, duna ,NN,O
,halizaysappe ,PU,O
,ha7i ,NN,O
,deeththay,NN,O
, darora,NN,O
, laamettides,AJ,O
,. ,PUN,O
Sentence,Maaththappe ,VV,O
,Aginan,VV,O
,sha7u ,NN,O
,bira ,NN,O
,mishshiro(PER) ,AJ,I-PER
,Wudinesh(PER) ,NZ,I-PER
,demmide ,VV,O
,ha7i wode ,NP,O
,keetha,NP,O
, keexoppe ,NC,O
,aadhdhidi ,NN,O
,be ,NN,O
,nayta ,NN,O
,naa ,NN,O
,tamarssidi ,NN,O
,gita ,AJ,O
,bessa ,NZ,O
,gaththidaysa,VV,O
, yootida,VV,O
,.  ,PUN,O
Sentence,Daana,NN,B-PER
, Salile,AJ,I-PER
,Shankay,NZ,I-PER
,Arbaminche(LOC) ,VV,I-LOC
,Kataman(LOC) ,NP,I-LOC
,Kawo,NP,O
, oothon ,NC,O
,aqizayta ,NN,O
,gidishin ,NN,O
,be,NN,O
, deeththa ,PU,O
,keetha,PU,O
, bessan,NN,O
, Soo ,NN,O
,asa ,AJ,O
,dentheththidi ,NZ,O
,kare,VV,O
, dere ,VV,O
,miiza ,NN,O
,zeretha,NN,O
, haaridi ,AJ,O
, ootho ,NZ,O
,dhaydaytas ,VV,O
,potho ,NP,O
,qaada ,NP,O
,medhdhidaysa ,NC,O
,erissida,NN,O
,.,PUN,O
Sentence,Quca (LOC) ,NN,B-LOC
,heera ,PU,O
,dere ,NN,O
,asay ,NN,O
,daro ,NN,O
,limaate ,AJ,O
,koshshay ,NZ,O
,dizay ,VV,O
,erettishin ,VV,O
,oonatetha ,NN,O
,oychan ,NN,O
,limaate ,AJ,O
,wodey ,NZ,O
,toochettizaysa ,VV,O
,yootidayri ,NP,O
,Quca (LOC) ,NP,I-LOC
,worada (LOC) ,NC,I-LOC
,ayso ,NN,O
,aaway ,NN,O
,daanna (PER) ,NN,I-PER
